order_id,restaurant_id,order_date,items_count,total_price_usd,payment_type,status
fdea1807-324d-40df-a980-21706d2034e8,b6c26110-1b77-4777-8c79-c69ec19b66df,2025-06-19T10:16,9,258.21,Online,Completed
7fafd7e1-7df0-4ed4-952c-aa1911001dd6,a3f626b9-cc27-4c04-8570-be79ab8bda4a,2024-09-27T10:16,7,204.40,Online,Pending
069b4cc2-b86f-4a4b-ac9b-8e617fee0796,c0d74d86-5c5b-481d-b8e3-61eeb9c77255,2024-04-07T10:16,3,41.97,Cash,Pending
a140980f-7439-4f07-b519-0f7205025556,fbe227d7-6d32-4407-9783-7fdac983e55f,2025-10-01T10:16,6,74.10,Cash,Completed
dc0df934-fefb-49ba-8046-84eb7ada4c9b,4f6ae324-5b6d-47d6-a86d-26ec6fbe1e0e,2025-08-21T10:16,9,52.20,Cash,Pending
442910bf-6941-43d4-9cdd-f79a6ba6edac,bb6ceda0-3f7a-4dfa-9862-41a88dd468b2,2024-07-13T10:16,7,166.11,Online,Cancelled
114241f6-0b08-4597-bc32-e6487c5fa1c9,74e76582-f1b8-4560-b049-8aebb59d4721,2025-05-21T10:16,3,29.31,Card,Completed
34fc258e-560a-42fa-8d4e-0731d0998823,60cd80b6-3967-4dae-b4df-adc7b5644971,2025-05-26T10:16,2,37.36,Online,Pending
44ec0efe-d209-414e-a818-54aa408e2b38,5f6e51da-5f01-4c9a-85dd-7d50ef37e5d7,2025-07-28T10:16,1,8.47,Card,Pending
6667547b-e9b2-4ef5-96bf-1cca97a60d55,2c6dafc9-06cc-4b3d-8b8d-12aae0644c58,2024-03-03T10:16,7,85.05,Cash,Pending
8911786b-87ba-4ad2-8022-42e360f70476,60cd80b6-3967-4dae-b4df-adc7b5644971,2024-08-07T10:16,7,155.47,Cash,Completed
ce1001da-e555-4c78-bd72-06db8b047dd3,62a2bfef-ca4a-4dec-90ea-bf15ea1880d2,2025-03-21T10:16,9,236.25,Online,Pending
dbd8d440-3567-4153-8437-a90107023164,6c6a3b10-9747-4dca-a041-4edc22d147b0,2025-10-04T10:16,2,52.46,Online,Completed
c1cfc582-525a-4eb3-a168-ae80c6680eed,7a18d550-38d0-40b2-84a7-547162e7e409,2025-09-10T10:16,9,267.57,Card,Completed
c2717772-a630-4383-b70c-19bf76c42a54,935ebde1-5945-4673-886e-1a7a12cc2d4e,2025-03-31T10:16,9,251.55,Card,Cancelled
70b3fe3b-92c7-4401-8f6d-b99e7775351b,4b14a58c-f1e4-40b6-888d-a88cd7055099,2025-07-24T10:16,6,114.66,Cash,Completed
21d8d35e-984f-43cc-b803-4f1000b0b7fb,6bd388d4-5636-450b-bacd-55bdcb769bab,2024-04-27T10:16,1,28.02,Online,Cancelled
47413575-5f46-4b0d-99df-9e3ecda11f72,74e76582-f1b8-4560-b049-8aebb59d4721,2024-07-19T10:16,8,44.48,Card,Pending
a1c0db2f-67d9-4112-a084-036a7b4b08b7,d6d4ef4b-0870-48aa-b884-013237f255f4,2025-06-26T10:16,2,46.00,Online,Cancelled
19ebc04b-fac5-4c07-acd7-3e97e6d94fad,8b115a34-224b-453c-be69-b53a7445b466,2024-04-15T10:16,3,18.66,Cash,Pending
