order_id,restaurant_id,order_date,items_count,total_price_usd,payment_type,status
18c59f2a-1b0c-4579-803e-100ef5f948fe,c46351bf-193f-49af-a5d6-456188837c3d,2024-03-25T10:16,6,91.14,Online,Pending
9dd3ec58-d5de-49f8-8f06-a1e1c6aec9c9,209e786b-2a61-4e52-a3b2-1cc98bcbf18c,2025-07-21T10:16,4,102.08,Online,Cancelled
1a43170a-74c2-40fb-82e0-e01f7726c03f,93cdeef1-3fc3-4a63-a275-0ae87ae6b335,2024-01-23T10:16,4,71.52,Online,Completed
0cfabeeb-f019-4b67-b56f-b400546387c4,aff4340c-d102-49ba-af8e-84d2737ce82c,2024-07-12T10:16,8,57.84,Card,Cancelled
3629a4e8-ca9d-477c-986c-0a257a6cf2c5,a938df5f-7764-459c-8bfd-90409d16b3c6,2024-08-28T10:16,1,13.73,Card,Pending
ecc8c699-fff7-434f-9942-218391e05763,0d463f72-c3a1-4a2b-8d0d-1721a0d1a06b,2024-06-15T10:16,7,166.46,Cash,Pending
06bc8b62-7a1f-4e61-828c-dd2bf02f0c9e,9fa382f0-8393-48db-ad30-43c953282401,2025-08-03T10:16,8,145.60,Card,Pending
9f7ca292-a08a-40a0-96ab-c4237088644c,2c6dafc9-06cc-4b3d-8b8d-12aae0644c58,2024-08-30T10:16,5,149.00,Online,Cancelled
57a35952-b9bb-43e0-a075-12948a5dc3c7,63846b60-b7be-4087-ac6e-56c9bc130a20,2025-08-26T10:16,1,11.63,Online,Pending
87053a68-f2d0-4d49-9544-247906692bdf,62a2bfef-ca4a-4dec-90ea-bf15ea1880d2,2024-08-14T10:16,5,139.75,Online,Pending
d27a050f-a492-4ad3-9775-894eac9f49f0,ba5d9947-b043-4aca-8ee0-6b77895cf8e8,2025-05-03T10:16,8,183.60,Online,Pending
82d3f4fc-cc0d-47e4-b84f-c1b9a1a62ea9,d87f31d7-79ef-4c17-856e-142e791b04da,2024-06-01T10:16,1,22.88,Card,Cancelled
ab5d297c-6f7f-474f-bb47-b1c3bc02e7ef,c1a09d60-c9e8-4489-a68e-e01b51541d33,2025-03-08T10:16,8,132.40,Card,Cancelled
564576f6-88c2-40e4-86e5-4ddb912b96b9,caca465c-e9f2-4add-91b5-24c70595e321,2024-12-07T10:16,2,48.66,Online,Completed
75268c72-67b3-4a87-aaca-ade642c07993,3befa4dc-d961-4a3a-9410-d43d1bdaa335,2023-11-28T10:16,5,29.80,Cash,Completed
4a06b644-344a-49af-a13b-5aee665deabd,aac35608-9499-49c5-811a-a059e773c968,2024-04-14T10:16,5,52.35,Cash,Pending
ab20f434-fdc3-4aff-a2ee-0f710da1fd33,5d6f84a5-a4de-442e-99b9-b8ef714b4436,2024-01-12T10:16,7,115.36,Online,Cancelled
2bc9a557-fbf3-4ca7-bba1-af2355f0877a,c5817fdc-a4dc-4879-b957-30cfda62016b,2023-12-28T10:16,4,81.56,Card,Completed
babf2a65-ceed-4a4a-bace-ef383757fad8,ceafdb2a-788d-48e0-acdd-bd533a2e7ab6,2025-07-21T10:16,8,64.48,Card,Cancelled
816f218f-16ab-43cd-a827-22a8480975be,6117b6f0-c4f4-4bf1-9eeb-f33950decba8,2025-02-06T10:16,7,205.38,Card,Pending
a85081e2-2265-46c2-b243-10e7d8b96b1c,f0a6a958-e434-41bf-a830-dffa55a34db5,2024-12-22T10:16,8,188.72,Card,Pending
3aed8fe3-69ee-4e67-8d9b-e4425a28d057,b014b56e-3263-4b63-8430-46e00bc5ea77,2023-12-27T10:16,5,35.40,Online,Cancelled
596bf958-d9e8-4fd4-8db3-e2c95b61bc49,0fcf4084-ea31-49f8-99f9-9bf8c8b0c16b,2024-01-13T10:16,1,26.97,Card,Pending
e872acaf-e5b2-4fb8-8f89-2e542e5b5dbf,bb6bf39c-f455-4e08-a59e-1bdaaa91d4aa,2024-03-25T10:16,8,131.92,Card,Completed
