order_id,restaurant_id,order_date,items_count,total_price_usd,payment_type,status
83d4ee4b-d944-47b2-bfa8-4455fee06676,c46351bf-193f-49af-a5d6-456188837c3d,2025-04-20T10:16,7,198.59,Online,Cancelled
7577a493-ac6c-49c4-8d7c-1e8308fd0974,10b26c2d-7d56-4175-84a8-a2775e128a9d,2025-01-09T10:16,6,60.06,Card,Cancelled
a9f832d6-5caa-4e82-a291-e499b8cf032e,f6c35464-33dd-44a7-bf84-071f2e427045,2025-08-23T10:16,5,81.15,Cash,Pending
1c4860f8-edb2-41b2-ba7d-82adf56a3236,6945f6f4-b8f9-4d04-90ff-e59ed705578e,2025-09-26T10:16,1,29.60,Card,Cancelled
46249774-94b7-4c2e-b833-220372b18b04,485b65e7-fdf4-474d-afba-37986d8d3cd8,2024-07-09T10:16,4,106.20,Card,Pending
24416bd9-cfa4-4182-bc72-e159089d4e21,8b546c63-5406-493d-bc69-cfb594b38267,2024-11-18T10:16,8,66.00,Card,Pending
c706d3e4-4a5c-422d-b079-70b7a444cb2c,90f0db1e-2b19-43f7-ba17-233c7c214eca,2024-03-24T10:16,9,114.57,Card,Cancelled
390fc91b-f3f9-428b-b155-5c15933a4657,a5ffc907-be77-43e6-8694-4a0bf09bd3fb,2024-06-25T10:16,8,73.68,Online,Cancelled
63a0ce4c-896e-4281-a2cd-532360d49aec,ec3490d2-e8da-47ee-ae12-0ca0b1d7a2bb,2024-06-23T10:16,7,121.73,Online,Completed
99624ded-0708-4684-97e8-50da0ee001b2,3dcaabe3-78c9-4d88-bed5-56ca7ceea07c,2023-12-02T10:16,2,49.88,Card,Completed
4ca2340c-dc65-46f2-8053-2317e5b2be5f,205ea7f7-e714-45b8-a083-11247ff702a1,2024-07-10T10:16,7,100.87,Online,Pending
f0484c12-2810-4751-ab9d-5b40a5f43d81,0e0d5f13-edd5-4ab0-9ddd-3df111bedc5a,2024-02-12T10:16,9,208.26,Online,Pending
e3d11f94-eb4d-496b-a882-be2167fec1f2,8b115a34-224b-453c-be69-b53a7445b466,2024-07-09T10:16,7,205.03,Card,Completed
84b9a7be-53a2-4273-bcf7-0a76c02085be,98b17fed-218c-4f20-8410-9f0edfc74455,2025-09-11T10:16,4,117.88,Card,Completed
73ad4cba-0750-428c-973b-85c1486851c4,8626238e-5813-415a-9a8c-db944b1e0269,2024-07-15T10:16,7,205.03,Cash,Pending
e3d89873-5945-47e0-8716-950a2f106d4a,7a18d550-38d0-40b2-84a7-547162e7e409,2024-08-08T10:16,5,52.65,Cash,Pending
be317cbf-c4ef-4eca-a785-47c0ec6419d8,c5817fdc-a4dc-4879-b957-30cfda62016b,2025-10-02T10:16,2,49.82,Card,Cancelled
6dacab1b-c6b2-4e13-91e5-25bcea4b0696,bc58b12c-65c4-4f21-89ef-3e492a22ef7c,2024-07-15T10:16,8,75.68,Online,Cancelled
2effdbe7-7436-48cb-8b3a-5cacb990c63a,964d337f-acd5-4ca2-8843-9be3f2eb60fc,2024-08-30T10:16,1,5.70,Cash,Cancelled
a103fd68-ff2e-45ec-8dd6-46e382953b31,05ccd8a5-ea5f-4353-bd1e-3022152b0685,2023-11-15T10:16,1,17.44,Cash,Completed
91c015a7-3752-47e3-90c6-bab55d1c77ab,f067e21d-d1d4-4e87-9cae-9753f5f9ccb6,2025-03-14T10:16,8,207.04,Card,Completed
00d0afe1-7b55-47f2-8761-8621baf4a93e,205ea7f7-e714-45b8-a083-11247ff702a1,2025-01-03T10:16,7,186.13,Online,Completed
715aad8c-fd95-43c3-85a4-dbcdd307a8d8,caad7924-4bc5-4f85-9662-11ca261e3c87,2025-04-03T10:16,2,27.04,Card,Cancelled
3c0c259d-7619-4fde-b59a-4a21c539b860,1407e9cf-22c9-4137-a2fe-cc12dc038235,2025-05-27T10:16,5,25.65,Cash,Completed
5c70e21a-73b1-4d72-a327-d0b17a95884c,52f5634d-de98-4543-8a1e-cbf1e2d0242f,2025-06-27T10:16,6,151.50,Online,Pending
c029859c-3ce5-4c45-8e75-82787961a2d6,c5817fdc-a4dc-4879-b957-30cfda62016b,2024-09-20T10:16,8,104.80,Cash,Cancelled
74941a1a-93b6-4196-9529-72ac3b4658ac,23650eb4-f98d-45a3-a90b-a378f03d469d,2025-10-26T10:16,9,205.38,Online,Completed
