order_id,restaurant_id,order_date,items_count,total_price_usd,payment_type,status
c804b444-419e-45b5-a325-15bd5f11d445,2c6dafc9-06cc-4b3d-8b8d-12aae0644c58,2025-05-11T10:16,2,44.80,Cash,Completed
4c93db02-3aa3-490c-9388-541b25c0e9f3,52fbb114-83aa-432d-b2f1-f3e37a5c4754,2025-09-10T10:16,6,82.44,Card,Completed
37204ef8-8127-48b9-addb-84d6f34ade90,fbe227d7-6d32-4407-9783-7fdac983e55f,2024-12-18T10:16,4,37.64,Card,Pending
265ac379-b289-4f5b-a363-f18ccde17674,bb6bf39c-f455-4e08-a59e-1bdaaa91d4aa,2025-02-28T10:16,9,248.85,Cash,Completed
d788afd3-09f6-4c24-a4e8-becf0fda12fa,f067e21d-d1d4-4e87-9cae-9753f5f9ccb6,2025-06-26T10:16,5,130.05,Card,Pending
a45e652c-bb12-4eb5-aad6-cc60d3cc6b8d,63846b60-b7be-4087-ac6e-56c9bc130a20,2024-08-25T10:16,4,28.04,Card,Pending
414abb6d-7501-4630-8179-953e819dd019,5eb75bc0-d5fa-4209-9d42-7767f3f0585b,2024-07-18T10:16,6,161.40,Online,Pending
6350b398-88bb-47be-a749-d1a7c517406b,3910ab11-8758-4a4f-8a9b-c4f5df7413c4,2025-07-03T10:16,9,103.41,Cash,Cancelled
417161a9-3be3-4c8b-a21d-7fcfafc4fc71,2ca088cd-c6c6-4e60-a1a4-d2990ee21b12,2025-04-21T10:16,7,63.00,Online,Pending
294774d3-7eec-40ae-8b6e-132d378044b7,983d66ae-c8b0-46b8-8abc-26a1055cf729,2023-12-31T10:16,9,90.54,Card,Completed
f89571dd-1815-41c6-bd13-99c6ae2f1d2c,d87f31d7-79ef-4c17-856e-142e791b04da,2024-03-21T10:16,6,69.60,Card,Completed
3e908421-fece-4fef-ac79-cff50389e9af,63846b60-b7be-4087-ac6e-56c9bc130a20,2024-07-08T10:16,9,242.01,Online,Cancelled
cf013bac-bea5-4327-be50-f96976f50306,05ccd8a5-ea5f-4353-bd1e-3022152b0685,2024-09-07T10:16,1,14.09,Cash,Pending
5e236e41-5250-4392-bede-399d1a38455a,67c276b0-7be6-4f3c-bf86-c342095c8112,2024-06-29T10:16,5,121.80,Online,Completed
21ce2a1b-02df-4627-b795-f5158107ff61,bc58b12c-65c4-4f21-89ef-3e492a22ef7c,2024-01-10T10:16,7,104.58,Card,Pending
5457d3d0-18ea-4f47-9fe1-8193515a62d9,c3ffc43c-0c11-40fa-9824-f234161741d0,2025-03-21T10:16,3,81.54,Card,Cancelled
35196fa1-c3a6-4ea1-8368-ba6338aac9cf,7a18d550-38d0-40b2-84a7-547162e7e409,2025-08-09T10:16,9,163.17,Cash,Pending
439a5df0-a717-4912-8b68-ed4e2dabb927,ff4db0d8-e809-46e8-9ae0-78ffee4902d9,2025-07-24T10:16,9,203.85,Online,Cancelled
860fa530-877e-4cc3-88d0-005f722766cf,c5817fdc-a4dc-4879-b957-30cfda62016b,2025-05-09T10:16,7,143.78,Cash,Pending
b5e749b4-4cf8-4a83-942a-0059845ae556,0130fcd4-a6cf-4a72-8400-7bcae1abce34,2024-06-17T10:16,3,45.99,Card,Completed
b0e5df31-4309-4742-9500-6e033a04a303,56a75a3e-a944-4147-8cba-f1024726993f,2024-12-28T10:16,2,32.44,Online,Pending
9e109953-d096-42f8-8d61-6776c1364b06,9305d562-2505-493d-8ed8-3fb721c8f491,2025-03-23T10:16,3,27.78,Online,Pending
e366ade8-0da8-4c0b-b793-70cf52fb81f6,515fe1d2-d33a-4b9d-8c19-07e0cbe81a9a,2025-06-12T10:16,1,10.06,Cash,Pending
eb1483ff-9862-402b-b950-c1d666a9a971,14eace30-1ac2-411e-8eef-98e8f32a87fb,2025-09-15T10:16,7,58.10,Cash,Pending
579b436c-180e-48e7-931a-40a598c6e0f6,7509850a-5062-4da9-aad6-bc5b9e363ef1,2024-11-06T10:16,4,83.68,Card,Pending
6d4e8de4-9024-45cb-870f-b201b76c2503,caca465c-e9f2-4add-91b5-24c70595e321,2024-12-19T10:16,9,195.48,Card,Cancelled
5c399655-668b-4958-a4b5-9244d47c8662,59827b2a-ae17-44b1-bd6f-6f08718559cb,2025-01-28T10:16,2,51.66,Cash,Cancelled
ae5044d7-349d-4530-aac6-10b800f42ce2,3e97fc93-73a7-45e0-9888-f7a03ee258a7,2024-12-14T10:16,3,87.15,Card,Pending
092d5d6f-c9b0-423f-94d5-a05f7f21a671,e7991221-0de0-4ef8-aa9c-ca3b59197059,2024-01-08T10:16,5,90.55,Online,Pending
e7ecd154-1153-49e4-8d2a-ff83b7f85ca4,9fa382f0-8393-48db-ad30-43c953282401,2025-05-26T10:16,1,5.20,Online,Completed
c2a94652-2e7b-40c4-959d-fdb6d31516b8,2a109685-1399-4149-8951-fba29bb0360d,2025-07-09T10:16,9,118.53,Cash,Cancelled
c23bfab3-7167-4d6b-8759-aa1e461b3a03,964d337f-acd5-4ca2-8843-9be3f2eb60fc,2025-06-20T10:16,6,175.68,Card,Cancelled
a5300a84-5780-4a34-8014-e537f9f1bcfe,0472ca7f-b133-4710-8f43-24a3c6c1afd1,2024-08-03T10:16,1,8.34,Cash,Cancelled
f1603248-59b8-4ab8-bc0a-b4343b011ed7,d7af10ce-45c9-4fc8-8dd8-b1c5491aad5f,2025-02-28T10:16,3,40.50,Card,Completed
91dd3691-9711-43b0-a4d2-d5150b56dbc2,8e1bbe6c-7b75-46dc-8ca1-0b1664cd6ae4,2024-08-29T10:16,5,136.30,Cash,Pending
37af62f6-731b-4140-806b-0354d662f259,27e45431-1333-4ffd-a0c8-be56ffdc5d4e,2024-12-17T10:16,6,131.46,Cash,Completed
0defeef9-fd90-4b8c-a738-b26a2b433860,5f0f3def-9ff6-4282-ad04-001c4a769966,2025-09-24T10:16,3,42.90,Card,Completed
4b744824-550c-40b2-859d-e48e55cf44b1,ada8704c-2784-4d70-84da-10078407d2c8,2025-04-12T10:16,2,43.28,Online,Cancelled
