order_id,restaurant_id,order_date,items_count,total_price_usd,payment_type,status
d191f0bf-6387-4976-b6ba-7c17cd2d6d7c,0fcf4084-ea31-49f8-99f9-9bf8c8b0c16b,2025-02-05T10:16,9,242.28,Card,Cancelled
b112bf18-8ccd-44c5-82ec-265248f5e49b,3ab3404a-ee80-4ed2-8d90-a6f0dad14e48,2025-05-13T10:16,6,78.00,Online,Cancelled
4516f004-38c4-4119-859f-0f039044e374,8b546c63-5406-493d-bc69-cfb594b38267,2025-02-13T10:16,2,25.64,Cash,Completed
151ad391-4bf0-43f6-9a20-1268458277a9,6bd388d4-5636-450b-bacd-55bdcb769bab,2024-10-02T10:16,8,88.16,Cash,Pending
96419a10-e7b2-43bf-985c-452cbb4b977b,caca465c-e9f2-4add-91b5-24c70595e321,2024-08-02T10:16,9,114.57,Card,Pending
b4108d0b-7031-4203-b771-621b367f5b92,e6e1db85-f8ba-4264-9c9a-520ecda4bc4c,2024-12-10T10:16,9,99.72,Online,Completed
f9a46e7b-0799-454d-931f-fdaae3a45273,d33bbfcd-a2ca-4e80-8a1c-65223f061e7e,2024-08-17T10:16,1,24.67,Cash,Completed
13e7b2a9-7828-4521-801c-369903555170,8f7f530b-bb30-4a05-b437-744ed30af54f,2025-10-10T10:16,8,82.00,Online,Completed
949b0c3a-1d89-41b1-bcb5-42335d3fcca5,428424b7-1f94-496a-8b7a-497ce177d32c,2025-03-15T10:16,4,23.28,Cash,Completed
929592a6-25e5-4a93-a1b0-0632c8fe2137,67c276b0-7be6-4f3c-bf86-c342095c8112,2024-10-06T10:16,4,96.40,Card,Pending
02807f03-d839-498a-834a-151b24deea5e,050d9901-1cb5-413a-9c31-282028f863c1,2024-04-17T10:16,3,59.43,Online,Cancelled
f3ad72d7-2f01-466f-85d7-246bd931e309,209e786b-2a61-4e52-a3b2-1cc98bcbf18c,2025-11-10T10:16,5,40.70,Cash,Completed
a259ce84-3e07-4929-adc5-0622dbeef711,4bb2d776-14c0-4ef6-b8ba-c580cbed72b8,2025-02-18T10:16,6,85.92,Online,Pending
a16f895b-9525-4869-a71b-45e84a6e02d3,6945f6f4-b8f9-4d04-90ff-e59ed705578e,2024-06-12T10:16,3,73.11,Card,Pending
a7cc8eae-1773-4b43-a47b-3a35e1782d45,050d9901-1cb5-413a-9c31-282028f863c1,2024-11-20T10:16,1,21.31,Online,Cancelled
57a3dedc-3fec-4be6-ad23-74753dc6cd96,4b14a58c-f1e4-40b6-888d-a88cd7055099,2024-12-28T10:16,5,49.85,Online,Cancelled
3591a0ca-d2e7-4c9a-be5a-4a826b462e1f,73a2b03c-2dca-486e-8ebc-c4d6bb68a8c6,2025-06-29T10:16,2,14.80,Card,Pending
31580bc3-7c4f-4c11-ba3a-6958deda7978,485b65e7-fdf4-474d-afba-37986d8d3cd8,2024-08-24T10:16,9,50.40,Online,Completed
57bf9088-dd44-4968-bc3f-220ba4a5d4c7,2a109685-1399-4149-8951-fba29bb0360d,2025-06-13T10:16,3,39.78,Cash,Completed
5ad402cd-f607-4398-9eb4-ac7b81b19490,e886c155-0dae-4b36-88f5-a86fa474d1f6,2025-05-14T10:16,2,28.02,Online,Completed
2ce2e1db-a751-4ef4-a677-5ce10bf32504,6b1178fc-1745-401d-88da-3903c243ebe9,2025-07-20T10:16,1,25.18,Card,Cancelled
91448e77-f49c-4ef5-b8c0-2057a97d9047,27e45431-1333-4ffd-a0c8-be56ffdc5d4e,2025-09-03T10:16,5,31.85,Card,Completed
f3e83b5d-7ecb-4565-a0fe-4dc7279a8a23,b6c26110-1b77-4777-8c79-c69ec19b66df,2024-11-16T10:16,2,45.94,Card,Pending
1b85e4f9-fb8d-423a-8335-8ea0e526accb,4f6ae324-5b6d-47d6-a86d-26ec6fbe1e0e,2024-12-02T10:16,5,46.75,Cash,Completed
978a26ef-2fa9-4baa-92b5-af40f75076fb,a302a1a8-c429-406f-abff-9f273aa0a4b5,2025-05-19T10:16,1,20.01,Card,Cancelled
88ba47ae-0420-4a21-8abb-2e2c278344ba,500fde18-ea61-4380-9ea4-f06d09985870,2025-01-16T10:16,5,82.15,Cash,Cancelled
6bfa285e-77e9-4e49-9246-09f0e03b53d0,4739f27f-7a96-4d52-83ae-0c6fd4c8c606,2024-07-30T10:16,4,97.56,Card,Completed
5b47b8d3-8f23-420e-908f-53b46f6ede94,7a2e5fa5-096b-4701-8ce6-7a3db39bf8eb,2023-11-14T10:16,7,175.56,Card,Cancelled
d5b518af-93d0-4854-bc7a-5432530bd756,ba5d9947-b043-4aca-8ee0-6b77895cf8e8,2025-04-18T10:16,2,57.78,Cash,Cancelled
1681df42-df06-45f7-9f50-020cd411d100,10b26c2d-7d56-4175-84a8-a2775e128a9d,2025-07-13T10:16,5,111.10,Card,Completed
