order_id,restaurant_id,order_date,items_count,total_price_usd,payment_type,status
a80da198-eee6-46fd-8bfe-65f0c8a244fa,ec3490d2-e8da-47ee-ae12-0ca0b1d7a2bb,2025-02-07T10:16,4,95.76,Online,Completed
bcbecbf2-a7a2-429d-9ea8-d16634682e7c,aac35608-9499-49c5-811a-a059e773c968,2024-09-12T10:16,3,69.21,Online,Completed
ffd79982-25cc-48ba-a84f-90a809b7d16d,964d337f-acd5-4ca2-8843-9be3f2eb60fc,2024-01-15T10:16,3,19.59,Online,Pending
baf2ddbd-95dd-4e70-be56-e47f8c798498,59827b2a-ae17-44b1-bd6f-6f08718559cb,2025-09-16T10:16,6,49.50,Online,Cancelled
a4db14a2-aace-4fe0-b3bc-5f0c024f0fc4,23650eb4-f98d-45a3-a90b-a378f03d469d,2024-08-18T10:16,8,71.60,Cash,Cancelled
d3f17b1f-d15d-4b32-a741-45d82dd675ba,3dcaabe3-78c9-4d88-bed5-56ca7ceea07c,2025-10-21T10:16,6,31.32,Cash,Pending
47592338-0b15-4ea5-a9b8-d95208fe95ab,71f17b36-2c37-4cfa-bf8a-894fa94c0e9b,2025-01-30T10:16,8,110.48,Online,Pending
4c00566a-2fc3-4e0d-b268-115acbcedf86,ceafdb2a-788d-48e0-acdd-bd533a2e7ab6,2025-01-12T10:16,1,21.65,Card,Cancelled
b3632548-2cd9-4a4c-bee9-f0cabbc84999,59827b2a-ae17-44b1-bd6f-6f08718559cb,2024-04-11T10:16,4,41.68,Card,Cancelled
39709801-89b7-4af8-9660-19616e5348c2,f543de06-e341-4de2-95ab-ca0fd3ee51fe,2024-06-20T10:16,6,164.64,Online,Cancelled
cd428c11-3992-4de0-ad89-428154197dec,2ca088cd-c6c6-4e60-a1a4-d2990ee21b12,2025-05-01T10:16,7,108.08,Cash,Pending
96d4038a-982b-4344-819d-502853e84eb1,428424b7-1f94-496a-8b7a-497ce177d32c,2025-06-22T10:16,3,35.49,Online,Cancelled
157d47f2-a7cf-4f01-9c4e-d01b602b6376,0472ca7f-b133-4710-8f43-24a3c6c1afd1,2024-06-05T10:16,1,14.01,Card,Cancelled
9fe763ca-3307-4ee9-bc46-251db7f1f9dc,8e1bbe6c-7b75-46dc-8ca1-0b1664cd6ae4,2025-08-22T10:16,5,96.30,Card,Cancelled
b25ec4ea-b7d6-4eda-9f40-f0032db2e041,6c6a3b10-9747-4dca-a041-4edc22d147b0,2023-12-14T10:16,9,135.18,Cash,Pending
e8a9e467-59cc-499b-a30b-12234fc7e4c9,1eeb9c5f-5b7a-47af-b4f1-5a50d9d1089c,2024-12-01T10:16,2,35.32,Cash,Cancelled
0315ed6f-8828-4286-bf19-8422f56c1746,93cdeef1-3fc3-4a63-a275-0ae87ae6b335,2025-07-09T10:16,8,118.16,Cash,Pending
2010a71e-a237-4e66-80d2-29e0cedc0942,a5ffc907-be77-43e6-8694-4a0bf09bd3fb,2024-06-26T10:16,1,5.43,Online,Completed
5eece7ab-2c55-4308-a9af-54261d1da970,983d66ae-c8b0-46b8-8abc-26a1055cf729,2023-12-17T10:16,4,105.04,Cash,Completed
cf9a0c89-5117-4f59-95eb-7685e9ee0d83,0df3bae1-6384-4856-aa27-aef9f6c48b75,2025-10-26T10:16,2,19.50,Online,Cancelled
18c44d44-c9af-4dd4-9c59-54bad7ef8f55,d3f641e5-b8b5-4f5f-9155-7768df2033e8,2025-06-01T10:16,6,139.44,Card,Pending
48404f6d-ca73-4ffc-ba2e-1c0a28b0a4c1,36b880b0-e9bd-4c0b-8f1c-32018f6c758a,2025-04-01T10:16,1,13.25,Card,Completed
c8042a04-c232-4ae9-962e-deb8dd05fbed,e119f98a-df63-41dc-8e01-bb49ca2dc724,2023-12-14T10:16,7,62.58,Online,Pending
472de58c-dc4d-45a5-96fd-d82d70cd355c,3dcaabe3-78c9-4d88-bed5-56ca7ceea07c,2025-04-26T10:16,2,47.18,Online,Completed
bf64cb73-2c84-4dc2-b89a-0a32888cb804,a3f626b9-cc27-4c04-8570-be79ab8bda4a,2024-01-03T10:16,5,84.25,Card,Pending
d779b84f-ea8e-4184-92fc-242a0023dfb7,00d7ae70-0f46-4453-963c-4ab2a3d29314,2024-05-04T10:16,5,146.00,Card,Completed
a5f853f3-4343-497f-a643-71442be9302b,9c53f3f8-5b22-4d77-bd76-cfa6c70e443c,2024-01-18T10:16,2,27.44,Online,Completed
