order_id,restaurant_id,order_date,items_count,total_price_usd,payment_type,status
7170b948-fab2-4f75-93ec-faa70f45c0eb,8626238e-5813-415a-9a8c-db944b1e0269,2025-06-25T10:16,8,87.60,Online,Cancelled
3dd48e86-b01f-4c59-8afe-c617d73f6558,c63bd277-c81c-40c5-8720-6ce916d653c4,2025-10-20T10:16,7,189.98,Online,Cancelled
2e3536ac-765d-4c74-8319-11829357a4fc,21edfc22-3f73-4335-a774-3cf78ab65e86,2025-01-29T10:16,1,18.24,Cash,Completed
1bea9d9c-a2e1-4179-8135-6558ec06052c,b0d737cd-ec4b-4a88-aa81-d012ef3fb719,2025-03-27T10:16,2,48.34,Card,Completed
5b7a41fc-f69e-448d-b2a8-3160e5d4b890,ada8704c-2784-4d70-84da-10078407d2c8,2025-03-09T10:16,6,96.30,Card,Completed
73d3c24b-f3fd-4303-9c40-452409bea8fa,b03f75c1-655f-4480-a2bf-1a0af806e96e,2024-08-25T10:16,4,40.80,Card,Cancelled
bb27ddc1-0306-4e60-ac00-0d949568ab90,4f6ae324-5b6d-47d6-a86d-26ec6fbe1e0e,2024-03-21T10:16,2,34.72,Online,Cancelled
6f7c70aa-958e-4ae1-ab02-075f96d8fd61,cf65c4b6-4c1c-420b-95de-23e5b56ffad5,2023-12-08T10:16,7,141.89,Cash,Cancelled
5df80956-dbcf-4fa0-86aa-f57588b2a2f6,14eace30-1ac2-411e-8eef-98e8f32a87fb,2025-01-01T10:16,6,109.20,Cash,Pending
bd7821b8-cfa6-4a6c-89c2-3116c9a8ce84,9fa382f0-8393-48db-ad30-43c953282401,2024-05-20T10:16,9,207.45,Card,Cancelled
a592c78e-8b97-4d50-b236-aa795ca69162,e6e1db85-f8ba-4264-9c9a-520ecda4bc4c,2024-05-18T10:16,9,55.17,Online,Cancelled
26437b4a-6e23-4f8b-8038-fc9ac95aeaa9,8887df7e-682b-4d48-b18c-c1ddfa0aaa26,2025-03-19T10:16,6,91.02,Card,Completed
d70f0562-31e6-4766-a103-c1180de6301a,d87f31d7-79ef-4c17-856e-142e791b04da,2025-09-23T10:16,7,46.76,Card,Cancelled
77fd83e1-9499-4e46-b309-9c858e39b6d8,2c6dafc9-06cc-4b3d-8b8d-12aae0644c58,2025-01-18T10:16,5,81.05,Online,Pending
9f3980b6-02a7-468e-b384-cfb7b3ef4df0,8f7f530b-bb30-4a05-b437-744ed30af54f,2024-08-14T10:16,1,10.83,Card,Pending
49b94a13-2af9-4e7f-b8a2-4a12ec1201b6,8b546c63-5406-493d-bc69-cfb594b38267,2024-01-08T10:16,3,31.80,Card,Completed
2d24e74d-eeb3-4d67-921f-977165f0426c,4b14a58c-f1e4-40b6-888d-a88cd7055099,2024-01-14T10:16,4,61.48,Online,Cancelled
1f550d07-6d0f-46c6-96fc-ec0b2d1eff38,23650eb4-f98d-45a3-a90b-a378f03d469d,2025-11-07T10:16,7,195.16,Online,Pending
29b8f127-7b46-4f59-9b65-b567b74ac4a7,f543de06-e341-4de2-95ab-ca0fd3ee51fe,2024-03-21T10:16,9,171.45,Online,Cancelled
af23cefc-d919-4bed-9a89-257df304212b,10b26c2d-7d56-4175-84a8-a2775e128a9d,2025-04-29T10:16,5,146.35,Online,Cancelled
f9aeebb6-ec1d-4abc-a0c7-a6774b09a5e6,a938df5f-7764-459c-8bfd-90409d16b3c6,2024-09-26T10:16,7,188.30,Online,Cancelled
f5553cef-feed-44df-a3db-76f2460d3aa8,5f6e51da-5f01-4c9a-85dd-7d50ef37e5d7,2025-10-07T10:16,4,91.60,Online,Completed
48039025-f287-4ae5-98d9-c70abc2f9adb,23650eb4-f98d-45a3-a90b-a378f03d469d,2025-11-03T10:16,9,82.89,Cash,Completed
417900d6-8399-4e8b-a614-d94e05a8e96b,fbe227d7-6d32-4407-9783-7fdac983e55f,2024-01-20T10:16,9,232.11,Cash,Cancelled
537561ea-efe6-4fec-b90f-f7a9dac0f84a,0130fcd4-a6cf-4a72-8400-7bcae1abce34,2023-12-06T10:16,8,129.92,Card,Pending
313e4663-ba10-4670-8fbd-b5758aa4a532,795088d7-d227-422e-ad8c-f048bde0675e,2024-01-20T10:16,9,72.27,Online,Completed
